amph_id,human_name
bf_00010398,GNAZ
bf_00010398,GNAO1
bf_00007762,GNAT3
bf_00007762,GNAT1
bf_00007762,GNAT2
bf_00007762,GNAI2
bf_00007762,GNAI3
bf_00007762,GNAI1
bf_00006189,ANXA5
bf_00006189,ANXA4
bf_00006189,ANXA11
bf_00006053,ANXA7
bf_00025186,DPYS
bf_00000161,DPYSL5
bf_00023155,DPYSL3
bf_00023155,DPYSL4
bf_00023155,DPYSL2
bf_00023155,CRMP1
bf_00022865,DNAH7
bf_00008000,DNAH12
bf_00007067,DNAH6
bf_00024482,DNAH1
bf_00017056,ALDH1B1
bf_00017056,ALDH2
bf_00005560,SPINK1
bf_00005560,SPINK4
bf_00005560,SPINK7
bf_00005560,SPINK6
bf_00005560,SPINK9
bf_00010768,PGBD3
bf_00010768,PGBD2
bf_00010768,PGBD1
bf_00011330,SYCP1
bf_00008763,SLC6A1
bf_00006565,SLC6A6
bf_00006565,SLC6A12
bf_00006565,SLC6A13
bf_00026363,PPIG
bf_00006982,PPIAL4H
bf_00006982,PPIAL4G
bf_00006982,PPIAL4C
bf_00006982,PPIAL4E
bf_00006982,PPIAL4F
bf_00006982,PPIAL4D
bf_00006982,PPIAL4A
bf_00006982,PPIA
bf_00026414,HSPA8
bf_00001644,HSPA2
bf_00001644,HSPA1L
bf_00001644,HSPA1B
bf_00001644,HSPA1A
bf_00001644,HSPA6
bf_00011314,HSPA5
bf_00025938,S1PR3
bf_00025938,S1PR5
bf_00025938,S1PR1
bf_00025938,S1PR2
bf_00025938,S1PR4
bf_00025938,LPAR3
bf_00025938,LPAR2
bf_00009642,SEPTIN7
bf_00016771,SEPTIN2
bf_00016773,SEPTIN1
bf_00016773,SEPTIN5
bf_00016773,SEPTIN4
bf_00002613,SLC5A6
bf_00026520,MMP3
bf_00026520,MMP10
bf_00026520,MMP12
bf_00026520,MMP27
bf_00026520,MMP8
bf_00026520,MMP1
bf_00026520,MMP20
bf_00026520,MMP13
bf_00005304,HTRA2
bf_00014664,CNTN2
bf_00014664,CNTN1
bf_00014664,CNTN6
bf_00014664,CNTN4
bf_00014664,CNTN3
bf_00014664,CNTN5
bf_00018096,RBMXL2
bf_00018096,RBMX
bf_00018096,RBMXL1
bf_00022777,SLC4A5
bf_00022777,SLC4A4
bf_00022777,SLC4A9
bf_00022777,SLC4A8
bf_00022777,SLC4A10
bf_00022777,SLC4A7
bf_00008431,PKHD1
bf_00023111,AVIL
bf_00023111,VIL1
bf_00023111,VILL
bf_00006503,GSN
bf_00006503,SCIN
bf_00006709,REN
bf_00006709,PGA5
bf_00006709,PGA4
bf_00006709,PGA3
bf_00006709,CTSE
bf_00012656,SMAD5
bf_00012656,SMAD1
bf_00012656,SMAD9
bf_00007602,SMAD3
bf_00007602,SMAD2
bf_00000675,PPP2R5C
bf_00000675,PPP2R5D
bf_00003584,CPNE3
bf_00003584,CPNE1
bf_00003584,CPNE2
bf_00010201,CPNE6
bf_00010201,CPNE4
bf_00010201,CPNE7
bf_00026268,COL1A2
bf_00026268,COL2A1
bf_00026268,COL1A1
bf_00026268,COL3A1
bf_00026268,COL5A2
bf_00008721,CAMK1
bf_00008721,CAMK1D
bf_00024082,STK33
bf_00012007,AQP4
bf_00012007,MIP
bf_00012007,AQP2
bf_00012007,AQP5
bf_00012007,AQP6
bf_00012007,AQP1
bf_00000264,ATP1A4
bf_00000264,ATP1A2
bf_00000264,ATP1A3
bf_00000264,ATP1A1
bf_00000264,ATP4A
bf_00000264,ATP12A
bf_00012752,GNG7
bf_00012752,GNG12
bf_00015189,LRFN4
bf_00015189,LRFN2
bf_00015189,LRFN1
bf_00015189,LRFN3
bf_00015189,LRFN5
bf_00003913,CKMT2
bf_00003913,CKMT1A
bf_00003913,CKMT1B
bf_00000874,CKM
bf_00000874,CKB
bf_00026262,GADL1
bf_00026262,CSAD
bf_00007284,EFNA3
bf_00007284,EFNA2
bf_00007284,EFNA5
bf_00007284,EFNA4
bf_00007284,EFNA1
bf_00000580,CAPN1
bf_00000580,CAPN11
bf_00000580,CAPN9
bf_00000580,CAPN3
bf_00015043,HS3ST6
bf_00015043,HS3ST3A1
bf_00015043,HS3ST3B1
bf_00015043,HS3ST4
bf_00015043,HS3ST2
bf_00019107,TDGF1
bf_00019107,CFC1B
bf_00019107,CFC1
bf_00021372,TNNI1
bf_00021372,TNNI3
bf_00021372,TNNI2
bf_00014468,CSTA
bf_00014468,CSTB
bf_00026153,C4A
bf_00026153,LOC110384692
bf_00026153,C4B_2
bf_00026153,C4B
bf_00026153,C3
bf_00026095,MYL6
bf_00026095,MYL4
bf_00026095,MYL3
bf_00026095,MYL1
bf_00013554,GABRA3
bf_00013554,GABRA5
bf_00013554,GABRA1
bf_00013554,GABRA2
bf_00013554,GABRA6
bf_00009397,SLC7A5
bf_00019380,PRDX1
bf_00013971,PRDX4
bf_00014852,CHRNA2
bf_00014852,CHRNA4
bf_00019578,CHRNA3
bf_00019578,CHRNA6
bf_00022239,ABCB4
bf_00022239,ABCB1
bf_00022239,ABCB5
bf_00021737,ABCB11
bf_00019690,ABCA4
bf_00019690,ABCA1
bf_00019690,ABCA7
bf_00019690,ABCA13
bf_00019690,ABCA12
bf_00000820,ADCY10
bf_00011127,CCN4
bf_00011127,CCN3
bf_00011127,CCN2
bf_00011127,CCN1
bf_00002184,NUP42
bf_00002549,ID4
bf_00002549,ID1
bf_00002549,ID3
bf_00002549,ID2
bf_00006040,CAMK2G
bf_00006040,CAMK2B
bf_00006040,CAMK2D
bf_00006040,CAMK2A
bf_00006031,PTEN
bf_00006026,FAM47E-STBD1
bf_00006026,FAM47E
bf_00006026,FAM47B
bf_00006026,FAM47A
bf_00006026,FAM47C
bf_00025906,ATP6V0A1
bf_00025906,ATP6V0A4
bf_00025906,TCIRG1
bf_00025906,ATP6V0A2
bf_00026105,CNTNAP2
bf_00026105,CNTNAP5
bf_00026105,CNTNAP3C
bf_00026105,CNTNAP3
bf_00026105,CNTNAP3B
bf_00026105,CNTNAP4
bf_00004760,PPP2R2C
bf_00004760,PPP2R2B
bf_00004760,PPP2R2D
bf_00004760,PPP2R2A
bf_00002716,NAT8L
bf_00002716,NAT8
bf_00006911,RAB8B
bf_00006911,RAB8A
bf_00003470,RAB13
bf_00003470,RAB10
bf_00002476,SEMA6D
bf_00002476,SEMA6C
bf_00002476,SEMA6B
bf_00002476,SEMA6A
bf_00002678,ITGB8
bf_00021747,ITGB2
bf_00021747,ITGB1
bf_00002885,ATP8B2
bf_00002885,ATP8B4
bf_00002885,ATP8B3
bf_00002885,ATP8B1
bf_00010519,DNAH5
bf_00004397,DNAH8
bf_00013921,FTMT
bf_00013921,FTH1
bf_00013921,FTL
bf_00013770,CLIC2
bf_00013770,CLIC5
bf_00013770,CLIC4
bf_00013770,CLIC1
bf_00010824,C1QTNF4
bf_00006357,PIWIL2
bf_00007707,RHOA
bf_00007707,RHOC
bf_00007707,RHOD
bf_00007707,RHOB
bf_00006746,PPP2CA
bf_00006746,PPP2CB
bf_00025485,ASIC2
bf_00025485,ASIC1
bf_00025485,ASIC3
bf_00025485,ASIC4
bf_00008690,OAS2
bf_00008690,OAS3
bf_00008690,OAS1
bf_00008690,OASL
bf_00024893,RIMS2
bf_00024893,RIMS4
bf_00024893,RIMS3
bf_00024893,RIMS1
bf_00004753,FGFR3
bf_00004753,FGFR4
bf_00004753,FGFR1
bf_00004753,FGFR2
bf_00015233,CSNK1E
bf_00015233,TPTEP2-CSNK1E
bf_00015233,CSNK1D
bf_00005613,CSNK1A1L
bf_00005613,CSNK1A1
bf_00005601,EBF4
bf_00005601,EBF2
bf_00005601,EBF1
bf_00005601,EBF3
bf_00005032,GRK1
bf_00005032,GRK5
bf_00005032,GRK6
bf_00005032,GRK4
bf_00004401,SRSF7
bf_00006817,CELF3
bf_00006817,CELF6
bf_00006817,CELF4
bf_00006817,CELF5
bf_00001993,SPTBN1
bf_00001993,SPTBN2
bf_00001993,SPTB
bf_00001993,SPTBN4
bf_00009063,CACNA1F
bf_00009063,CACNA1D
bf_00009063,CACNA1C
bf_00009063,CACNA1S
bf_00007922,PFKFB1
bf_00007922,PFKFB4
bf_00007922,PFKFB3
bf_00007922,PFKFB2
bf_00017115,TMEM132E
bf_00017115,TMEM132B
bf_00017115,TMEM132D
bf_00017115,TMEM132C
bf_00012967,TENM2
bf_00012967,TENM3
bf_00012967,TENM4
bf_00012967,TENM1
bf_00013276,SEPTIN11
bf_00013276,SEPTIN6
bf_00013276,SEPTIN10
bf_00013276,SEPTIN14
bf_00013276,SEPTIN8
bf_00012613,TMSB10
bf_00012613,TMSB4Y
bf_00012613,TMSB4X
bf_00012613,TMSB15B
bf_00012613,TMSB15A
bf_00012582,CNGA2
bf_00012582,CNGA3
bf_00012582,CNGA4
bf_00012582,CNGA1
bf_00010075,PI15
bf_00010075,R3HDML
bf_00010075,CRISPLD2
bf_00010075,CRISPLD1
bf_00015997,CYTH4
bf_00015997,CYTH3
bf_00015997,CYTH2
bf_00015997,CYTH1
bf_00018634,ATP1B1
bf_00018634,ATP1B2
bf_00018634,ATP1B3
bf_00018634,ATP1B4
bf_00002496,FBXW12
bf_00002776,PZP
bf_00002776,A2M
bf_00002776,A2ML1
bf_00003013,TLE2
bf_00003013,TLE4
bf_00003013,TLE1
bf_00003013,TLE3
bf_00017787,DLG3
bf_00017787,DLG2
bf_00017787,DLG4
bf_00017787,DLG1
bf_00018872,CHMP1B
bf_00020400,SLC7A3
bf_00020400,SLC7A1
bf_00020400,SLC7A2
bf_00021374,ATP13A2
bf_00021345,ATP13A4
bf_00021345,ATP13A5
bf_00021345,ATP13A3
bf_00014946,POU3F4
bf_00014946,POU3F3
bf_00014946,POU3F2
bf_00014946,POU3F1
bf_00023171,FZD6
bf_00023171,FZD1
bf_00023171,FZD7
bf_00023171,FZD2
bf_00001106,AMPD2
bf_00023460,AMPD3
bf_00023460,AMPD1
bf_00021389,NEUROD6
bf_00021389,NEUROD2
bf_00021389,NEUROD1
bf_00021389,NEUROD4
bf_00021883,DNAJB3
bf_00021883,DNAJB7
bf_00021883,DNAJB6
bf_00021883,DNAJB8
bf_00021883,DNAJB2
bf_00019449,MAST3
bf_00019449,MAST4
bf_00019449,MAST2
bf_00019449,MAST1
bf_00019334,RAB3C
bf_00019334,RAB3D
bf_00019334,RAB3B
bf_00019334,RAB3A
bf_00019670,PDE4B
bf_00019670,PDE4A
bf_00019670,PDE4C
bf_00019670,PDE4D
bf_00007694,NDST2
bf_00007694,NDST1
bf_00007694,NDST4
bf_00007694,NDST3
bf_00025979,PDK3
bf_00025979,PDK1
bf_00025979,PDK4
bf_00025979,PDK2
bf_00023574,ADAMTS15
bf_00023574,ADAMTS8
bf_00023574,ADAMTS4
bf_00023574,ADAMTS1
bf_00005962,REEP3
bf_00005962,REEP4
bf_00005962,REEP2
bf_00005962,REEP1
bf_00005980,ENTPD1
bf_00005980,ENTPD2
bf_00005980,ENTPD8
bf_00004469,CD9
bf_00004469,TSPAN2
bf_00004469,CD81
bf_00000955,MARK4
bf_00000955,MARK3
bf_00000955,MARK1
bf_00000955,MARK2
bf_00000639,BMP2
bf_00000639,BMP4
bf_00001923,GDF3
bf_00008480,GRM4
bf_00008480,GRM8
bf_00008480,GRM6
bf_00008480,GRM7
bf_00013140,HMGB2
bf_00013140,HMGB1
bf_00013140,HMGB3
bf_00012210,LOC105370849
bf_00012210,GOLGA8O
bf_00012210,GOLGA8R
bf_00012210,GOLGA8N
bf_00012210,GOLGA8Q
bf_00012210,GOLGA8G
bf_00012210,GOLGA8F
bf_00012210,GOLGA8S
bf_00012210,GOLGA6C
bf_00012210,GOLGA6D
bf_00012210,GOLGA6A
bf_00012210,GOLGA6B
bf_00012210,GOLGA2
bf_00010573,SLC9A3
bf_00010573,SLC9A5
bf_00010573,SLC9A2
bf_00010573,SLC9A4
bf_00003350,STMN2
bf_00003350,STMN3
bf_00003350,STMN4
bf_00002333,KCNN4
bf_00002333,KCNN3
bf_00002333,KCNN1
bf_00002333,KCNN2
bf_00002361,PCSK5
bf_00002361,PCSK6
bf_00002361,PCSK4
bf_00002361,FURIN
bf_00002365,NR2F6
bf_00002365,NR2F2
bf_00002365,NR2F1
bf_00002884,HCN3
bf_00002884,HCN4
bf_00002884,HCN2
bf_00002884,HCN1
bf_00018111,GSTM2
bf_00018111,GSTM1
bf_00018111,GSTM5
bf_00018111,GSTM4
bf_00018111,GSTM3
bf_00000547,EIF4A3
bf_00018529,EIF4A2
bf_00018529,EIF4A1
bf_00021366,GNB2
bf_00021366,GNB4
bf_00021366,GNB3
bf_00021366,GNB1
bf_00014798,RPS6KA6
bf_00014798,RPS6KA3
bf_00014798,RPS6KA1
bf_00014798,RPS6KA2
bf_00013864,FZD9
bf_00013864,FZD10
bf_00014845,FZD4
bf_00023037,RAB5A
bf_00023037,RAB5C
bf_00023037,RAB5B
bf_00023037,RAB17
bf_00018964,ADGRL3
bf_00018964,ADGRL1
bf_00018964,ADGRL2
bf_00019348,ELAVL3
bf_00019348,ELAVL4
bf_00019348,ELAVL2
bf_00019348,ELAVL1
bf_00024356,NTF3
bf_00024356,NTF4
bf_00024356,BDNF
bf_00024356,NGF
bf_00023971,TEAD4
bf_00023971,TEAD3
bf_00023971,TEAD2
bf_00023971,TEAD1
bf_00025031,PABPC3
bf_00025031,PABPC1
bf_00025031,PABPC1L
bf_00025031,PABPC4
bf_00004679,MXD3
bf_00004679,MXD4
bf_00004679,MXD1
bf_00004679,MXI1
bf_00005530,SFXN3
bf_00005530,SFXN1
bf_00005505,SFXN2
bf_00007144,RAB11A
bf_00007144,RAB25
bf_00007144,RAB11B
bf_00000355,ACTN1
bf_00000355,ACTN4
bf_00000355,ACTN3
bf_00000355,ACTN2
bf_00001174,SLC8A3
bf_00001174,SLC8A2
bf_00001174,SLC8A1
bf_00001187,RTN3
bf_00001187,RTN4
bf_00001187,RTN2
bf_00001187,RTN1
bf_00008255,TIMP2
bf_00008255,TIMP4
bf_00008255,TIMP3
bf_00009311,ATP2B3
bf_00009311,ATP2B2
bf_00009311,ATP2B1
bf_00009311,ATP2B4
bf_00017355,MMP24
bf_00017355,MMP16
bf_00017355,MMP14
bf_00017355,MMP15
bf_00009975,SLC6A2
bf_00009975,SLC6A3
bf_00017275,SLC6A4
bf_00016692,STX3
bf_00016692,STX4
bf_00016692,STX2
bf_00016692,STX1B
bf_00012355,TXK
bf_00012355,ITK
bf_00012355,TEC
bf_00012355,BTK
bf_00012831,SPRY1
bf_00012831,SPRY2
bf_00012831,SPRY4
bf_00012831,SPRY3
bf_00010024,CHD8
bf_00010024,CHD6
bf_00010024,CHD7
bf_00010024,CHD9
bf_00010416,SLC12A5
bf_00010416,SLC12A7
bf_00010416,SLC12A4
bf_00010416,SLC12A6
bf_00015202,CARD14
bf_00015202,CARD10
bf_00015202,CARD9
bf_00015202,CARD11
bf_00015540,GRIN2B
bf_00015540,GRIN2A
bf_00015540,GRIN2C
bf_00003245,C1QL4
bf_00003245,C1QL2
bf_00003245,C1QL1
bf_00003245,C1QL3
bf_00000986,EHD4
bf_00000986,EHD3
bf_00000986,EHD1
bf_00000986,EHD2
bf_00002040,TNFAIP8L2
bf_00002040,TNFAIP8L3
bf_00002040,TNFAIP8
bf_00002040,TNFAIP8L1
bf_00002506,EPB41L1
bf_00002506,EPB41L3
bf_00002506,EPB41L2
bf_00002506,EPB41
bf_00002096,SH3GL2
bf_00002096,SH3GL1
bf_00002096,SH3GL3
bf_00002619,NUDT11
bf_00002619,NUDT10
bf_00002619,NUDT4
bf_00002619,NUDT4B
bf_00002619,NUDT3
bf_00002797,MEX3B
bf_00002797,MEX3D
bf_00002797,MEX3A
bf_00002797,MEX3C
bf_00009960,TSSK3
bf_00009960,TSSK4
bf_00005532,DDX4
bf_00018121,DDX3X
bf_00018121,DDX3Y
bf_00018186,ARRB1
bf_00018186,SAG
bf_00018186,ARR3
bf_00018186,ARRB2
bf_00014033,TENT5A
bf_00014033,TENT5C
bf_00014033,TENT5D
bf_00014692,EIF1AX
bf_00014692,EIF1AY
bf_00022533,IKZF4
bf_00022533,IKZF2
bf_00022533,IKZF3
bf_00022533,IKZF1
bf_00023256,SLC4A1
bf_00023256,SLC4A2
bf_00023256,SLC4A3
bf_00021549,PLPP2
bf_00021549,PLPP1
bf_00021549,PLPP3
bf_00021951,CERS5
bf_00021951,CERS6
bf_00021951,CERS4
bf_00019351,GPRC5D
bf_00019351,GPRC5A
bf_00019351,GPRC5B
bf_00019351,GPRC5C
bf_00019778,SSBP2
bf_00019778,SSBP3
bf_00019778,SSBP4
bf_00006553,NAT2
bf_00006553,NAT1
bf_00025969,ABO
bf_00025969,GBGT1
bf_00026131,HOXA4
bf_00026131,HOXB4
bf_00026131,HOXD4
bf_00026131,HOXC4
bf_00026143,HOXC13
bf_00026143,HOXB13
bf_00026143,HOXA13
bf_00023781,NEU4
bf_00023781,NEU2
bf_00023781,NEU3
bf_00024726,CLK2
bf_00024726,CLK3
bf_00024726,CLK1
bf_00024726,CLK4
bf_00025106,TRIM55
bf_00025106,TRIM63
bf_00025106,TRIM54
bf_00025261,TPD52L3
bf_00025261,TPD52L2
bf_00025261,TPD52L1
bf_00025261,TPD52
bf_00007081,HDC
bf_00024657,PFKP
bf_00024657,PFKL
bf_00024657,PFKM
bf_00004713,DRD1
bf_00004713,DRD5
bf_00001175,GALNT2
bf_00000633,GALNT14
bf_00000633,GALNT16
bf_00000301,MAP4K3
bf_00000301,MAP4K5
bf_00000301,MAP4K2
bf_00000301,MAP4K1
bf_00001433,LTBP1
bf_00001433,LTBP3
bf_00001433,LTBP2
bf_00001433,LTBP4
bf_00008299,TCF4
bf_00008299,TCF12
bf_00008299,TCF3
bf_00008054,PLXNA2
bf_00008054,PLXNA4
bf_00008054,PLXNA1
bf_00008054,PLXNA3
bf_00016450,SSH3
bf_00016450,SSH1
bf_00016450,SSH2
bf_00016555,ALDOA
bf_00016555,ALDOC
bf_00016555,ALDOB
bf_00013577,GPM6B
bf_00013577,PLP1
bf_00013577,GPM6A
bf_00013413,A1CF
bf_00013412,RBM46
bf_00013412,DND1
bf_00011857,CACNA1E
bf_00011857,CACNA1A
bf_00011857,CACNA1B
bf_00011815,BRD2
bf_00011815,BRDT
bf_00011815,BRD4
bf_00011815,BRD3
bf_00011488,DNM3
bf_00011488,DNM2
bf_00011488,DNM1
bf_00010468,NDRG1
bf_00010468,NDRG4
bf_00010468,NDRG3
bf_00009952,SOWAHD
bf_00009952,SOWAHC
bf_00009952,SOWAHA
bf_00015322,SYNGR2
bf_00015322,SYNGR3
bf_00015322,SYNGR1
bf_00024059,TUB
bf_00024059,TULP3
bf_00024059,TULP2
bf_00024059,TULP1
bf_00001015,PPP1R14C
bf_00001015,PPP1R14B
bf_00001015,PPP1R14A
bf_00002597,SOX4
bf_00002597,SOX12
bf_00002597,SOX11
bf_00002489,HDAC2
bf_00002489,HDAC1
bf_00019948,HDAC3
bf_00003462,XKR7
bf_00003462,XKR4
bf_00003462,XKR6
bf_00002455,NTRK1
bf_00002455,NTRK2
bf_00002455,NTRK3
bf_00002896,MEF2C
bf_00002896,MEF2D
bf_00002896,MEF2A
bf_00003790,ZNF687
bf_00003790,ZNF532
bf_00003790,ZNF592
bf_00018309,MOGAT1
bf_00018309,MOGAT2
bf_00018309,DGAT2
bf_00018428,STK25
bf_00018428,STK26
bf_00018428,STK24
bf_00014704,SESN3
bf_00014704,SESN1
bf_00014704,SESN2
bf_00022607,ACVR1C
bf_00022607,ACVR1B
bf_00022607,TGFBR1
bf_00023053,PPARD
bf_00023053,PPARA
bf_00023053,PPARG
bf_00022955,DIP2A
bf_00022955,DIP2B
bf_00022955,DIP2C
bf_00021432,RBMS1
bf_00021432,RBMS3
bf_00021432,RBMS2
bf_00021492,KCTD7
bf_00021941,KIF5B
bf_00021941,KIF5A
bf_00021941,KIF5C
bf_00022058,PRKAG3
bf_00022058,PRKAG1
bf_00022058,PRKAG2
bf_00019196,PTPRS
bf_00019196,PTPRD
bf_00019196,PTPRF
bf_00019759,ARHGAP45
bf_00019759,GMIP
bf_00019759,ARHGAP29
bf_00019375,LIPG
bf_00019375,LIPC
bf_00019375,LPL
bf_00006170,ADH4
bf_00006170,ADH1C
bf_00006170,ADH1A
bf_00006170,ADH1B
bf_00006170,ADH7
bf_00006170,ADH5
bf_00006200,PDLIM7
bf_00006200,PDLIM5
bf_00006200,LDB3
bf_00006348,TXNRD2
bf_00009018,TXNRD1
bf_00009018,TXNRD3
bf_00025663,AMPH
bf_00025663,BIN1
bf_00025663,BIN2
bf_00024141,SHANK2
bf_00024141,SHANK3
bf_00024141,SHANK1
bf_00024998,PTP4A1
bf_00024998,PTP4A2
bf_00024998,PTP4A3
bf_00004126,SCYL2
bf_00005734,DOK3
bf_00005734,DOK2
bf_00005734,DOK1
bf_00005229,FGF8
bf_00005229,FGF17
bf_00005229,FGF18
bf_00004929,LOXL4
bf_00004929,LOXL3
bf_00004929,LOXL2
bf_00007448,GNAQ
bf_00007448,GNA11
bf_00007448,GNA14
bf_00007234,MYO5C
bf_00007234,MYO5B
bf_00007234,MYO5A
bf_00007434,ZNF280C
bf_00007434,ZNF280D
bf_00007434,ZNF280A
bf_00007434,ZNF280B
bf_00007434,POGZ
bf_00000749,PPP1R13B
bf_00000749,TP53BP2
bf_00000749,PPP1R13L
bf_00000918,RIN3
bf_00000918,RIN1
bf_00000918,RIN2
bf_00001060,AKT1
bf_00001060,AKT2
bf_00001060,AKT3
bf_00001611,NRXN2
bf_00001611,NRXN3
bf_00001611,NRXN1
bf_00001772,RYR1
bf_00001772,RYR3
bf_00001772,RYR2
bf_00008287,LAMB4
bf_00008287,LAMB2
bf_00008287,LAMB1
bf_00007776,KDM5A
bf_00007776,KDM5C
bf_00007776,KDM5D
bf_00007776,KDM5B
bf_00008583,LHFPL3
bf_00008583,LHFPL4
bf_00008583,LHFPL5
bf_00008083,ITPR2
bf_00008083,ITPR3
bf_00008083,ITPR1
bf_00016613,CORO1A
bf_00016613,CORO6
bf_00016613,CORO1B
bf_00016613,CORO1C
bf_00016890,FBXO2
bf_00016890,FBXO6
bf_00016693,ATP2A1
bf_00016693,ATP2A3
bf_00016693,ATP2A2
bf_00012698,TRPC6
bf_00012698,TRPC7
bf_00012698,TRPC3
bf_00011890,BRINP2
bf_00011890,BRINP3
bf_00011890,BRINP1
bf_00010424,CYP27B1
bf_00010424,CYP27C1
bf_00010424,CYP27A1
bf_00010361,SALL4
bf_00010361,SALL3
bf_00010361,SALL1
bf_00015840,TNRC6B
bf_00015840,TNRC6A
bf_00015840,TNRC6C
bf_00015929,GSG1L2
bf_00015929,GSG1L
bf_00015929,GSG1
bf_00004145,MYLK4
bf_00004145,MYLK3
bf_00004145,MYLK2
bf_00003620,FER1L6
bf_00003620,OTOF
bf_00003899,MYL12B
bf_00003899,MYL12A
bf_00003899,MYL9
bf_00009316,RRM2B
bf_00004441,TCEA3
bf_00002687,SLC12A3
bf_00002687,SLC12A1
bf_00002687,SLC12A2
bf_00002291,ARID3C
bf_00002291,ARID3A
bf_00002291,ARID3B
bf_00002917,AQP3
bf_00002917,AQP10
bf_00002917,AQP9
bf_00002920,HOMER1
bf_00002920,HOMER3
bf_00002920,HOMER2
bf_00002929,SGK2
bf_00002929,SGK1
bf_00002929,SGK3
bf_00002929,C8orf44-SGK3
bf_00003007,NPR1
bf_00003007,NPR2
bf_00017791,AP1S2
bf_00017791,AP1S3
bf_00017791,AP1S1
bf_00018129,ITM2C
bf_00018129,ITM2A
bf_00018129,ITM2B
bf_00018123,TNIK
bf_00018123,MINK1
bf_00018123,MAP4K4
bf_00018629,RAP2A
bf_00018629,RAP2B
bf_00018629,RAP2C
bf_00020274,CHD4
bf_00020274,CHD5
bf_00020274,CHD3
bf_00020286,LPP
bf_00020286,TRIP6
bf_00020286,ZYX
bf_00020286,FBLIM1
bf_00020348,ACAP1
bf_00020348,ACAP3
bf_00020348,ACAP2
bf_00021122,VAMP2
bf_00021122,VAMP1
bf_00021122,VAMP3
bf_00021177,ENO3
bf_00021177,ENO2
bf_00021177,ENO1
bf_00020719,DVL1
bf_00020719,DVL2
bf_00020719,DVL3
bf_00020667,AFAP1L2
bf_00020667,AFAP1
bf_00020667,AFAP1L1
bf_00014778,RCAN1
bf_00014778,RCAN3
bf_00014778,RCAN2
bf_00014478,ZMYM3
bf_00014478,ZMYM2
bf_00014478,ZMYM4
bf_00014352,RUNX1
bf_00014352,RUNX3
bf_00014352,RUNX2
bf_00014634,ZDHHC9
bf_00014634,ZDHHC14
bf_00014634,ZDHHC18
bf_00022893,RARG
bf_00022893,RARB
bf_00022893,RARA
bf_00021408,SMARCD2
bf_00021408,SMARCD3
bf_00021408,SMARCD1
bf_00021660,IGF2BP3
bf_00021660,IGF2BP1
bf_00021660,IGF2BP2
bf_00021423,FMNL2
bf_00021423,FMNL3
bf_00021423,FMNL1
bf_00021868,CYB561A3
bf_00021868,CYBRD1
bf_00021868,CYB561
bf_00022194,GRB7
bf_00022194,GRB14
bf_00022194,GRB10
bf_00019213,DNAJB1
bf_00019213,DNAJB4
bf_00019213,DNAJB5
bf_00019443,LOC110117498-PIK3R3
bf_00019443,PIK3R3
bf_00019443,PIK3R1
bf_00019443,PIK3R2
bf_00019387,SLC1A1
bf_00019387,SLC1A3
bf_00019387,SLC1A6
bf_00006672,VDAC3
bf_00006672,VDAC2
